item_id,model_generation,model,condition,language_pair,task_family,ftga,rtt,unresolved,first_turn_tokens,total_input_tokens,total_output_tokens,total_tokens_until_stop,extra_tokens_after_first,token_tax
es_en_SC_007,GPT-4.1 family,gpt-4.1-mini,contract,es-en,quote_preservation,1,0,0,217,202,15,217,0,1.0
es_en_SC_008,GPT-4.1 family,gpt-4.1-mini,contract,es-en,quote_preservation,1,0,0,220,203,17,220,0,1.0
es_en_SC_009,GPT-4.1 family,gpt-4.1-mini,contract,es-en,quote_preservation,1,0,0,217,202,15,217,0,1.0
es_en_SC_010,GPT-4.1 family,gpt-4.1-mini,contract,es-en,quote_preservation,1,0,0,218,202,16,218,0,1.0
es_en_SD_001,GPT-4.1 family,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,0,225,209,16,225,0,1.0
es_en_SD_002,GPT-4.1 family,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,0,245,217,28,245,0,1.0
es_en_SD_003,GPT-4.1 family,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,0,229,211,18,229,0,1.0
es_en_SD_004,GPT-4.1 family,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,0,224,210,14,224,0,1.0
es_en_SD_005,GPT-4.1 family,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,0,225,211,14,225,0,1.0
es_en_SD_006,GPT-4.1 family,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,0,245,219,26,245,0,1.0
es_en_SD_007,GPT-4.1 family,gpt-4.1-mini,contract,es-en,script_register_locale,0,1,0,233,466,38,504,271,2.163090128755365
es_en_SD_008,GPT-4.1 family,gpt-4.1-mini,contract,es-en,script_register_locale,0,3,1,244,785,77,862,618,3.5327868852459017
es_en_SD_009,GPT-4.1 family,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,0,229,209,20,229,0,1.0
es_en_SD_010,GPT-4.1 family,gpt-4.1-mini,contract,es-en,script_register_locale,0,1,0,238,471,46,517,279,2.172268907563025
hi_en_SA_001,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,0,223,202,21,223,0,1.0
hi_en_SA_002,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,0,215,198,17,215,0,1.0
hi_en_SA_003,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,0,221,201,20,221,0,1.0
hi_en_SA_004,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,0,234,200,34,234,0,1.0
hi_en_SA_005,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,0,217,199,18,217,0,1.0
hi_en_SA_006,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,0,217,199,18,217,0,1.0
hi_en_SA_007,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,0,214,197,17,214,0,1.0
hi_en_SA_008,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,0,213,196,17,213,0,1.0
hi_en_SA_009,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,0,217,200,17,217,0,1.0
hi_en_SA_010,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,0,220,199,21,220,0,1.0
hi_en_SB_001,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,0,206,195,11,206,0,1.0
hi_en_SB_002,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,0,204,194,10,204,0,1.0
hi_en_SB_003,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,0,205,194,11,205,0,1.0
hi_en_SB_004,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,0,205,195,10,205,0,1.0
hi_en_SB_005,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,0,208,196,12,208,0,1.0
hi_en_SB_006,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,0,200,192,8,200,0,1.0
hi_en_SB_007,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,0,200,192,8,200,0,1.0
hi_en_SB_008,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,0,201,193,8,201,0,1.0
hi_en_SB_009,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,0,204,194,10,204,0,1.0
hi_en_SB_010,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,0,203,194,9,203,0,1.0
hi_en_SC_001,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,0,269,206,63,269,0,1.0
hi_en_SC_002,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,0,232,206,26,232,0,1.0
hi_en_SC_003,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,0,263,206,57,263,0,1.0
hi_en_SC_004,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,0,284,206,78,284,0,1.0
hi_en_SC_005,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,0,261,206,55,261,0,1.0
hi_en_SC_006,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,0,283,207,76,283,0,1.0
hi_en_SC_007,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,0,227,206,21,227,0,1.0
hi_en_SC_008,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,0,264,207,57,264,0,1.0
hi_en_SC_009,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,0,226,206,20,226,0,1.0
hi_en_SC_010,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,0,232,206,26,232,0,1.0
hi_en_SD_001,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,0,235,218,17,235,0,1.0
hi_en_SD_002,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,0,249,226,23,249,0,1.0
hi_en_SD_003,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,0,240,220,20,240,0,1.0
hi_en_SD_004,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,0,236,219,17,236,0,1.0
hi_en_SD_005,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,0,236,220,16,236,0,1.0
hi_en_SD_006,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,0,255,228,27,255,0,1.0
hi_en_SD_007,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,0,243,223,20,243,0,1.0
hi_en_SD_008,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,script_register_locale,0,1,0,249,493,47,540,291,2.1686746987951806
hi_en_SD_009,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,0,244,218,26,244,0,1.0
hi_en_SD_010,GPT-4.1 family,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,0,240,223,17,240,0,1.0
ar_en_SA_001,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,editing_preservation,0,1,0,122,187,124,311,189,2.5491803278688523
ar_en_SA_002,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,editing_preservation,0,1,0,98,159,99,258,160,2.63265306122449
ar_en_SA_003,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,editing_preservation,0,1,0,97,161,87,248,151,2.556701030927835
ar_en_SA_004,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,editing_preservation,0,1,0,104,167,98,265,161,2.548076923076923
ar_en_SA_005,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,editing_preservation,0,1,0,111,173,111,284,173,2.5585585585585586
ar_en_SA_006,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,editing_preservation,0,1,0,103,165,101,266,163,2.5825242718446604
ar_en_SA_007,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,editing_preservation,0,1,0,82,142,67,209,127,2.548780487804878
ar_en_SA_008,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,editing_preservation,0,1,0,108,167,112,279,171,2.5833333333333335
ar_en_SA_009,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,editing_preservation,0,1,0,93,156,85,241,148,2.5913978494623655
ar_en_SA_010,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,editing_preservation,0,1,0,114,176,115,291,177,2.5526315789473686
ar_en_SB_001,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,output_language_inference,1,0,0,49,38,11,49,0,1.0
ar_en_SB_002,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,output_language_inference,1,0,0,47,37,10,47,0,1.0
ar_en_SB_003,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,output_language_inference,1,0,0,48,37,11,48,0,1.0
ar_en_SB_004,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,output_language_inference,1,0,0,48,38,10,48,0,1.0
ar_en_SB_005,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,output_language_inference,1,0,0,51,39,12,51,0,1.0
ar_en_SB_006,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,output_language_inference,1,0,0,43,35,8,43,0,1.0
ar_en_SB_007,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,output_language_inference,1,0,0,43,35,8,43,0,1.0
ar_en_SB_008,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,output_language_inference,1,0,0,44,36,8,44,0,1.0
ar_en_SB_009,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,output_language_inference,1,0,0,47,37,10,47,0,1.0
ar_en_SB_010,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,output_language_inference,1,0,0,46,37,9,46,0,1.0
ar_en_SC_001,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,quote_preservation,0,3,1,72,274,69,343,271,4.763888888888889
ar_en_SC_002,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,quote_preservation,0,3,1,72,274,82,356,284,4.944444444444445
ar_en_SC_003,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,quote_preservation,0,3,1,72,274,82,356,284,4.944444444444445
ar_en_SC_004,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,quote_preservation,0,2,0,72,275,84,359,287,4.986111111111111
ar_en_SC_005,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,quote_preservation,0,3,1,72,286,92,378,306,5.25
ar_en_SC_006,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,quote_preservation,1,0,0,78,54,24,78,0,1.0
ar_en_SC_007,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,quote_preservation,0,1,0,74,143,39,182,108,2.4594594594594597
ar_en_SC_008,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,quote_preservation,0,2,0,73,279,82,361,288,4.945205479452055
ar_en_SC_009,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,quote_preservation,0,1,0,70,139,33,172,102,2.4571428571428573
ar_en_SC_010,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,quote_preservation,0,1,0,135,204,161,365,230,2.7037037037037037
ar_en_SD_001,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,script_register_locale,0,1,0,77,153,35,188,111,2.4415584415584415
ar_en_SD_002,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,script_register_locale,1,0,0,99,65,34,99,0,1.0
ar_en_SD_003,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,script_register_locale,1,0,0,78,59,19,78,0,1.0
ar_en_SD_004,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,script_register_locale,0,1,0,74,151,32,183,109,2.472972972972973
ar_en_SD_005,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,script_register_locale,1,0,0,79,59,20,79,0,1.0
ar_en_SD_006,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,script_register_locale,0,3,1,91,329,72,401,310,4.406593406593407
ar_en_SD_007,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,script_register_locale,0,1,0,86,167,63,230,144,2.6744186046511627
ar_en_SD_008,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,script_register_locale,0,3,1,98,352,104,456,358,4.653061224489796
ar_en_SD_009,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,script_register_locale,1,0,0,85,57,28,85,0,1.0
ar_en_SD_010,GPT-4.1 family,gpt-4.1-nano,baseline,ar-en,script_register_locale,0,1,0,87,168,48,216,129,2.4827586206896552
es_en_SA_001,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,editing_preservation,0,1,0,91,154,77,231,140,2.5384615384615383
es_en_SA_002,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,editing_preservation,0,1,0,73,132,57,189,116,2.589041095890411
es_en_SA_003,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,editing_preservation,0,1,0,86,148,71,219,133,2.546511627906977
es_en_SA_004,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,editing_preservation,0,1,0,78,139,65,204,126,2.6153846153846154
es_en_SA_005,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,editing_preservation,0,1,0,76,136,65,201,125,2.6447368421052633
es_en_SA_006,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,editing_preservation,0,1,0,81,141,68,209,128,2.580246913580247
es_en_SA_007,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,editing_preservation,0,1,0,85,143,85,228,143,2.6823529411764704
es_en_SA_008,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,editing_preservation,0,1,0,80,137,68,205,125,2.5625
es_en_SA_009,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,editing_preservation,0,1,0,76,137,83,220,144,2.8947368421052633
es_en_SA_010,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,editing_preservation,0,1,0,87,147,73,220,133,2.528735632183908
es_en_SB_001,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,output_language_inference,1,0,0,52,41,11,52,0,1.0
es_en_SB_002,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,output_language_inference,1,0,0,50,40,10,50,0,1.0
es_en_SB_003,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,output_language_inference,1,0,0,51,40,11,51,0,1.0
es_en_SB_004,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,output_language_inference,1,0,0,51,41,10,51,0,1.0
es_en_SB_005,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,output_language_inference,1,0,0,54,42,12,54,0,1.0
es_en_SB_006,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,output_language_inference,1,0,0,46,38,8,46,0,1.0
es_en_SB_007,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,output_language_inference,1,0,0,46,38,8,46,0,1.0
es_en_SB_008,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,output_language_inference,1,0,0,47,39,8,47,0,1.0
es_en_SB_009,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,output_language_inference,1,0,0,50,40,10,50,0,1.0
es_en_SB_010,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,output_language_inference,1,0,0,49,40,9,49,0,1.0
es_en_SC_001,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,quote_preservation,1,0,0,64,45,19,64,0,1.0
es_en_SC_002,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,quote_preservation,1,0,0,65,45,20,65,0,1.0
es_en_SC_003,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,quote_preservation,1,0,0,64,45,19,64,0,1.0
es_en_SC_004,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,quote_preservation,1,0,0,74,45,29,74,0,1.0
es_en_SC_005,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,quote_preservation,1,0,0,60,45,15,60,0,1.0
es_en_SC_006,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,quote_preservation,1,0,0,62,46,16,62,0,1.0
es_en_SC_007,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,quote_preservation,1,0,0,61,45,16,61,0,1.0
es_en_SC_008,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,quote_preservation,1,0,0,66,46,20,66,0,1.0
es_en_SC_009,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,quote_preservation,1,0,0,60,45,15,60,0,1.0
es_en_SC_010,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,quote_preservation,1,0,0,60,45,15,60,0,1.0
es_en_SD_001,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,script_register_locale,1,0,0,66,52,14,66,0,1.0
es_en_SD_002,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,script_register_locale,1,0,0,85,60,25,85,0,1.0
es_en_SD_003,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,script_register_locale,1,0,0,72,54,18,72,0,1.0
es_en_SD_004,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,script_register_locale,1,0,0,67,53,14,67,0,1.0
es_en_SD_005,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,script_register_locale,1,0,0,68,54,14,68,0,1.0
es_en_SD_006,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,script_register_locale,1,0,0,87,62,25,87,0,1.0
es_en_SD_007,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,script_register_locale,1,0,0,76,57,19,76,0,1.0
es_en_SD_008,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,script_register_locale,0,2,0,81,299,66,365,284,4.506172839506172
es_en_SD_009,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,script_register_locale,1,0,0,77,52,25,77,0,1.0
es_en_SD_010,GPT-4.1 family,gpt-4.1-nano,baseline,es-en,script_register_locale,0,1,0,81,157,46,203,122,2.506172839506173
hi_en_SA_001,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,editing_preservation,1,0,0,66,45,21,66,0,1.0
hi_en_SA_002,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,editing_preservation,1,0,0,57,41,16,57,0,1.0
hi_en_SA_003,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,editing_preservation,1,0,0,63,44,19,63,0,1.0
hi_en_SA_004,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,editing_preservation,1,0,0,75,43,32,75,0,1.0
hi_en_SA_005,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,editing_preservation,1,0,0,74,42,32,74,0,1.0
hi_en_SA_006,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,editing_preservation,1,0,0,60,42,18,60,0,1.0
hi_en_SA_007,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,editing_preservation,1,0,0,70,40,30,70,0,1.0
hi_en_SA_008,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,editing_preservation,1,0,0,55,39,16,55,0,1.0
hi_en_SA_009,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,editing_preservation,1,0,0,73,43,30,73,0,1.0
hi_en_SA_010,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,editing_preservation,1,0,0,63,42,21,63,0,1.0
hi_en_SB_001,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,output_language_inference,1,0,0,49,38,11,49,0,1.0
hi_en_SB_002,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,output_language_inference,1,0,0,49,37,12,49,0,1.0
hi_en_SB_003,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,output_language_inference,1,0,0,48,37,11,48,0,1.0
hi_en_SB_004,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,output_language_inference,1,0,0,48,38,10,48,0,1.0
hi_en_SB_005,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,output_language_inference,1,0,0,50,39,11,50,0,1.0
hi_en_SB_006,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,output_language_inference,1,0,0,43,35,8,43,0,1.0
hi_en_SB_007,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,output_language_inference,1,0,0,43,35,8,43,0,1.0
hi_en_SB_008,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,output_language_inference,1,0,0,44,36,8,44,0,1.0
hi_en_SB_009,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,output_language_inference,1,0,0,47,37,10,47,0,1.0
hi_en_SB_010,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,output_language_inference,1,0,0,46,37,9,46,0,1.0
hi_en_SC_001,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,quote_preservation,1,0,0,173,49,124,173,0,1.0
hi_en_SC_002,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,quote_preservation,1,0,0,201,49,152,201,0,1.0
hi_en_SC_003,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,quote_preservation,1,0,0,183,49,134,183,0,1.0
hi_en_SC_004,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,quote_preservation,1,0,0,201,49,152,201,0,1.0
hi_en_SC_005,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,quote_preservation,1,0,0,145,49,96,145,0,1.0
hi_en_SC_006,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,quote_preservation,1,0,0,163,50,113,163,0,1.0
hi_en_SC_007,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,quote_preservation,1,0,0,140,49,91,140,0,1.0
hi_en_SC_008,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,quote_preservation,1,0,0,257,50,207,257,0,1.0
hi_en_SC_009,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,quote_preservation,1,0,0,151,49,102,151,0,1.0
hi_en_SC_010,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,quote_preservation,1,0,0,159,49,110,159,0,1.0
hi_en_SD_001,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,script_register_locale,1,0,0,82,61,21,82,0,1.0
hi_en_SD_002,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,script_register_locale,1,0,0,94,69,25,94,0,1.0
hi_en_SD_003,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,script_register_locale,1,0,0,84,63,21,84,0,1.0
hi_en_SD_004,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,script_register_locale,1,0,0,82,62,20,82,0,1.0
hi_en_SD_005,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,script_register_locale,0,1,0,75,157,24,181,106,2.4133333333333336
hi_en_SD_006,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,script_register_locale,1,0,0,101,71,30,101,0,1.0
hi_en_SD_007,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,script_register_locale,1,0,0,89,66,23,89,0,1.0
hi_en_SD_008,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,script_register_locale,0,3,1,99,344,75,419,320,4.232323232323233
hi_en_SD_009,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,script_register_locale,1,0,0,90,61,29,90,0,1.0
hi_en_SD_010,GPT-4.1 family,gpt-4.1-nano,baseline,hi-en,script_register_locale,1,0,0,86,66,20,86,0,1.0
ar_en_SA_001,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,editing_preservation,1,0,0,249,207,42,249,0,1.0
ar_en_SA_002,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,editing_preservation,1,0,0,248,203,45,248,0,1.0
ar_en_SA_003,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,editing_preservation,1,0,0,243,206,37,243,0,1.0
ar_en_SA_004,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,editing_preservation,0,1,0,250,470,84,554,304,2.216
ar_en_SA_005,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,editing_preservation,1,0,0,250,204,46,250,0,1.0
ar_en_SA_006,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,editing_preservation,1,0,0,248,204,44,248,0,1.0
ar_en_SA_007,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,editing_preservation,1,0,0,233,202,31,233,0,1.0
ar_en_SA_008,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,editing_preservation,1,0,0,236,201,35,236,0,1.0
ar_en_SA_009,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,editing_preservation,1,0,0,244,205,39,244,0,1.0
ar_en_SA_010,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,editing_preservation,1,0,0,245,204,41,245,0,1.0
ar_en_SB_001,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,output_language_inference,1,0,0,206,195,11,206,0,1.0
ar_en_SB_002,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,output_language_inference,1,0,0,204,194,10,204,0,1.0
ar_en_SB_003,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,output_language_inference,1,0,0,205,194,11,205,0,1.0
ar_en_SB_004,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,output_language_inference,1,0,0,205,195,10,205,0,1.0
ar_en_SB_005,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,output_language_inference,1,0,0,208,196,12,208,0,1.0
ar_en_SB_006,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,output_language_inference,1,0,0,200,192,8,200,0,1.0
ar_en_SB_007,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,output_language_inference,1,0,0,200,192,8,200,0,1.0
ar_en_SB_008,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,output_language_inference,1,0,0,201,193,8,201,0,1.0
ar_en_SB_009,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,output_language_inference,1,0,0,204,194,10,204,0,1.0
ar_en_SB_010,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,output_language_inference,1,0,0,203,194,9,203,0,1.0
ar_en_SC_001,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,quote_preservation,0,1,0,230,456,35,491,261,2.134782608695652
ar_en_SC_002,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,quote_preservation,0,1,0,227,453,33,486,259,2.140969162995595
ar_en_SC_003,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,quote_preservation,0,2,0,226,731,47,778,552,3.4424778761061945
ar_en_SC_004,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,quote_preservation,0,3,1,226,746,83,829,603,3.668141592920354
ar_en_SC_005,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,quote_preservation,0,1,0,225,451,30,481,256,2.137777777777778
ar_en_SC_006,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,quote_preservation,1,0,0,229,211,18,229,0,1.0
ar_en_SC_007,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,quote_preservation,1,0,0,227,210,17,227,0,1.0
ar_en_SC_008,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,quote_preservation,0,1,0,232,459,38,497,265,2.1422413793103448
ar_en_SC_009,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,quote_preservation,0,1,0,234,460,42,502,268,2.1452991452991452
ar_en_SC_010,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,quote_preservation,0,1,0,230,456,37,493,263,2.143478260869565
ar_en_SD_001,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,script_register_locale,0,1,0,236,469,37,506,270,2.1440677966101696
ar_en_SD_002,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,script_register_locale,1,0,0,245,222,23,245,0,1.0
ar_en_SD_003,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,script_register_locale,1,0,0,234,216,18,234,0,1.0
