item_id,model,condition,language_pair,task_family,rtt,resolved,initially_failed,first_turn_tokens,total_input_tokens,total_output_tokens,total_tokens_until_stop,extra_tokens_after_first,token_tax
ar_en_SC_002,gpt-4.1-nano,baseline,ar-en,quote_preservation,3,0,1,72,274,82,356,284,4.944444444444445
ar_en_SC_003,gpt-4.1-nano,baseline,ar-en,quote_preservation,3,0,1,72,274,82,356,284,4.944444444444445
ar_en_SC_004,gpt-4.1-nano,baseline,ar-en,quote_preservation,2,1,1,72,275,84,359,287,4.986111111111111
ar_en_SC_005,gpt-4.1-nano,baseline,ar-en,quote_preservation,3,0,1,72,286,92,378,306,5.25
ar_en_SC_006,gpt-4.1-nano,baseline,ar-en,quote_preservation,0,1,0,78,54,24,78,0,1.0
ar_en_SC_007,gpt-4.1-nano,baseline,ar-en,quote_preservation,1,1,1,74,143,39,182,108,2.4594594594594597
ar_en_SC_008,gpt-4.1-nano,baseline,ar-en,quote_preservation,2,1,1,73,279,82,361,288,4.945205479452055
ar_en_SC_009,gpt-4.1-nano,baseline,ar-en,quote_preservation,1,1,1,70,139,33,172,102,2.4571428571428573
ar_en_SC_010,gpt-4.1-nano,baseline,ar-en,quote_preservation,1,1,1,135,204,161,365,230,2.7037037037037037
ar_en_SD_001,gpt-4.1-nano,baseline,ar-en,script_register_locale,1,1,1,77,153,35,188,111,2.4415584415584415
ar_en_SD_002,gpt-4.1-nano,baseline,ar-en,script_register_locale,0,1,0,99,65,34,99,0,1.0
ar_en_SD_003,gpt-4.1-nano,baseline,ar-en,script_register_locale,0,1,0,78,59,19,78,0,1.0
ar_en_SD_004,gpt-4.1-nano,baseline,ar-en,script_register_locale,1,1,1,74,151,32,183,109,2.472972972972973
ar_en_SD_005,gpt-4.1-nano,baseline,ar-en,script_register_locale,0,1,0,79,59,20,79,0,1.0
ar_en_SD_006,gpt-4.1-nano,baseline,ar-en,script_register_locale,3,0,1,91,329,72,401,310,4.406593406593407
ar_en_SD_007,gpt-4.1-nano,baseline,ar-en,script_register_locale,1,1,1,86,167,63,230,144,2.6744186046511627
ar_en_SD_008,gpt-4.1-nano,baseline,ar-en,script_register_locale,3,0,1,98,352,104,456,358,4.653061224489796
ar_en_SD_009,gpt-4.1-nano,baseline,ar-en,script_register_locale,0,1,0,85,57,28,85,0,1.0
ar_en_SD_010,gpt-4.1-nano,baseline,ar-en,script_register_locale,1,1,1,87,168,48,216,129,2.4827586206896552
es_en_SA_001,gpt-4.1-nano,baseline,es-en,editing_preservation,1,1,1,91,154,77,231,140,2.5384615384615383
es_en_SA_002,gpt-4.1-nano,baseline,es-en,editing_preservation,1,1,1,73,132,57,189,116,2.589041095890411
es_en_SA_003,gpt-4.1-nano,baseline,es-en,editing_preservation,1,1,1,86,148,71,219,133,2.546511627906977
es_en_SA_004,gpt-4.1-nano,baseline,es-en,editing_preservation,1,1,1,78,139,65,204,126,2.6153846153846154
es_en_SA_005,gpt-4.1-nano,baseline,es-en,editing_preservation,1,1,1,76,136,65,201,125,2.6447368421052633
es_en_SA_006,gpt-4.1-nano,baseline,es-en,editing_preservation,1,1,1,81,141,68,209,128,2.580246913580247
es_en_SA_007,gpt-4.1-nano,baseline,es-en,editing_preservation,1,1,1,85,143,85,228,143,2.6823529411764704
es_en_SA_008,gpt-4.1-nano,baseline,es-en,editing_preservation,1,1,1,80,137,68,205,125,2.5625
es_en_SA_009,gpt-4.1-nano,baseline,es-en,editing_preservation,1,1,1,76,137,83,220,144,2.8947368421052633
es_en_SA_010,gpt-4.1-nano,baseline,es-en,editing_preservation,1,1,1,87,147,73,220,133,2.528735632183908
es_en_SB_001,gpt-4.1-nano,baseline,es-en,output_language_inference,0,1,0,52,41,11,52,0,1.0
es_en_SB_002,gpt-4.1-nano,baseline,es-en,output_language_inference,0,1,0,50,40,10,50,0,1.0
es_en_SB_003,gpt-4.1-nano,baseline,es-en,output_language_inference,0,1,0,51,40,11,51,0,1.0
es_en_SB_004,gpt-4.1-nano,baseline,es-en,output_language_inference,0,1,0,51,41,10,51,0,1.0
es_en_SB_005,gpt-4.1-nano,baseline,es-en,output_language_inference,0,1,0,54,42,12,54,0,1.0
es_en_SB_006,gpt-4.1-nano,baseline,es-en,output_language_inference,0,1,0,46,38,8,46,0,1.0
es_en_SB_007,gpt-4.1-nano,baseline,es-en,output_language_inference,0,1,0,46,38,8,46,0,1.0
es_en_SB_008,gpt-4.1-nano,baseline,es-en,output_language_inference,0,1,0,47,39,8,47,0,1.0
es_en_SB_009,gpt-4.1-nano,baseline,es-en,output_language_inference,0,1,0,50,40,10,50,0,1.0
es_en_SB_010,gpt-4.1-nano,baseline,es-en,output_language_inference,0,1,0,49,40,9,49,0,1.0
es_en_SC_001,gpt-4.1-nano,baseline,es-en,quote_preservation,0,1,0,64,45,19,64,0,1.0
es_en_SC_002,gpt-4.1-nano,baseline,es-en,quote_preservation,0,1,0,65,45,20,65,0,1.0
es_en_SC_003,gpt-4.1-nano,baseline,es-en,quote_preservation,0,1,0,64,45,19,64,0,1.0
es_en_SC_004,gpt-4.1-nano,baseline,es-en,quote_preservation,0,1,0,74,45,29,74,0,1.0
es_en_SC_005,gpt-4.1-nano,baseline,es-en,quote_preservation,0,1,0,60,45,15,60,0,1.0
es_en_SC_006,gpt-4.1-nano,baseline,es-en,quote_preservation,0,1,0,62,46,16,62,0,1.0
es_en_SC_007,gpt-4.1-nano,baseline,es-en,quote_preservation,0,1,0,61,45,16,61,0,1.0
es_en_SC_008,gpt-4.1-nano,baseline,es-en,quote_preservation,0,1,0,66,46,20,66,0,1.0
es_en_SC_009,gpt-4.1-nano,baseline,es-en,quote_preservation,0,1,0,60,45,15,60,0,1.0
es_en_SC_010,gpt-4.1-nano,baseline,es-en,quote_preservation,0,1,0,60,45,15,60,0,1.0
es_en_SD_001,gpt-4.1-nano,baseline,es-en,script_register_locale,0,1,0,66,52,14,66,0,1.0
es_en_SD_002,gpt-4.1-nano,baseline,es-en,script_register_locale,0,1,0,85,60,25,85,0,1.0
es_en_SD_003,gpt-4.1-nano,baseline,es-en,script_register_locale,0,1,0,72,54,18,72,0,1.0
es_en_SD_004,gpt-4.1-nano,baseline,es-en,script_register_locale,0,1,0,67,53,14,67,0,1.0
es_en_SD_005,gpt-4.1-nano,baseline,es-en,script_register_locale,0,1,0,68,54,14,68,0,1.0
es_en_SD_006,gpt-4.1-nano,baseline,es-en,script_register_locale,0,1,0,87,62,25,87,0,1.0
es_en_SD_007,gpt-4.1-nano,baseline,es-en,script_register_locale,0,1,0,76,57,19,76,0,1.0
es_en_SD_008,gpt-4.1-nano,baseline,es-en,script_register_locale,2,1,1,81,299,66,365,284,4.506172839506172
es_en_SD_009,gpt-4.1-nano,baseline,es-en,script_register_locale,0,1,0,77,52,25,77,0,1.0
es_en_SD_010,gpt-4.1-nano,baseline,es-en,script_register_locale,1,1,1,81,157,46,203,122,2.506172839506173
hi_en_SA_001,gpt-4.1-nano,baseline,hi-en,editing_preservation,0,1,0,66,45,21,66,0,1.0
hi_en_SA_002,gpt-4.1-nano,baseline,hi-en,editing_preservation,0,1,0,57,41,16,57,0,1.0
hi_en_SA_003,gpt-4.1-nano,baseline,hi-en,editing_preservation,0,1,0,63,44,19,63,0,1.0
hi_en_SA_004,gpt-4.1-nano,baseline,hi-en,editing_preservation,0,1,0,75,43,32,75,0,1.0
hi_en_SA_005,gpt-4.1-nano,baseline,hi-en,editing_preservation,0,1,0,74,42,32,74,0,1.0
hi_en_SA_006,gpt-4.1-nano,baseline,hi-en,editing_preservation,0,1,0,60,42,18,60,0,1.0
hi_en_SA_007,gpt-4.1-nano,baseline,hi-en,editing_preservation,0,1,0,70,40,30,70,0,1.0
hi_en_SA_008,gpt-4.1-nano,baseline,hi-en,editing_preservation,0,1,0,55,39,16,55,0,1.0
hi_en_SA_009,gpt-4.1-nano,baseline,hi-en,editing_preservation,0,1,0,73,43,30,73,0,1.0
hi_en_SA_010,gpt-4.1-nano,baseline,hi-en,editing_preservation,0,1,0,63,42,21,63,0,1.0
hi_en_SB_001,gpt-4.1-nano,baseline,hi-en,output_language_inference,0,1,0,49,38,11,49,0,1.0
hi_en_SB_002,gpt-4.1-nano,baseline,hi-en,output_language_inference,0,1,0,49,37,12,49,0,1.0
hi_en_SB_003,gpt-4.1-nano,baseline,hi-en,output_language_inference,0,1,0,48,37,11,48,0,1.0
hi_en_SB_004,gpt-4.1-nano,baseline,hi-en,output_language_inference,0,1,0,48,38,10,48,0,1.0
hi_en_SB_005,gpt-4.1-nano,baseline,hi-en,output_language_inference,0,1,0,50,39,11,50,0,1.0
hi_en_SB_006,gpt-4.1-nano,baseline,hi-en,output_language_inference,0,1,0,43,35,8,43,0,1.0
hi_en_SB_007,gpt-4.1-nano,baseline,hi-en,output_language_inference,0,1,0,43,35,8,43,0,1.0
hi_en_SB_008,gpt-4.1-nano,baseline,hi-en,output_language_inference,0,1,0,44,36,8,44,0,1.0
hi_en_SB_009,gpt-4.1-nano,baseline,hi-en,output_language_inference,0,1,0,47,37,10,47,0,1.0
hi_en_SB_010,gpt-4.1-nano,baseline,hi-en,output_language_inference,0,1,0,46,37,9,46,0,1.0
hi_en_SC_001,gpt-4.1-nano,baseline,hi-en,quote_preservation,0,1,0,173,49,124,173,0,1.0
hi_en_SC_002,gpt-4.1-nano,baseline,hi-en,quote_preservation,0,1,0,201,49,152,201,0,1.0
hi_en_SC_003,gpt-4.1-nano,baseline,hi-en,quote_preservation,0,1,0,183,49,134,183,0,1.0
hi_en_SC_004,gpt-4.1-nano,baseline,hi-en,quote_preservation,0,1,0,201,49,152,201,0,1.0
hi_en_SC_005,gpt-4.1-nano,baseline,hi-en,quote_preservation,0,1,0,145,49,96,145,0,1.0
hi_en_SC_006,gpt-4.1-nano,baseline,hi-en,quote_preservation,0,1,0,163,50,113,163,0,1.0
hi_en_SC_007,gpt-4.1-nano,baseline,hi-en,quote_preservation,0,1,0,140,49,91,140,0,1.0
hi_en_SC_008,gpt-4.1-nano,baseline,hi-en,quote_preservation,0,1,0,257,50,207,257,0,1.0
hi_en_SC_009,gpt-4.1-nano,baseline,hi-en,quote_preservation,0,1,0,151,49,102,151,0,1.0
hi_en_SC_010,gpt-4.1-nano,baseline,hi-en,quote_preservation,0,1,0,159,49,110,159,0,1.0
hi_en_SD_001,gpt-4.1-nano,baseline,hi-en,script_register_locale,0,1,0,82,61,21,82,0,1.0
hi_en_SD_002,gpt-4.1-nano,baseline,hi-en,script_register_locale,0,1,0,94,69,25,94,0,1.0
hi_en_SD_003,gpt-4.1-nano,baseline,hi-en,script_register_locale,0,1,0,84,63,21,84,0,1.0
hi_en_SD_004,gpt-4.1-nano,baseline,hi-en,script_register_locale,0,1,0,82,62,20,82,0,1.0
hi_en_SD_005,gpt-4.1-nano,baseline,hi-en,script_register_locale,1,1,1,75,157,24,181,106,2.4133333333333336
hi_en_SD_006,gpt-4.1-nano,baseline,hi-en,script_register_locale,0,1,0,101,71,30,101,0,1.0
hi_en_SD_007,gpt-4.1-nano,baseline,hi-en,script_register_locale,0,1,0,89,66,23,89,0,1.0
hi_en_SD_008,gpt-4.1-nano,baseline,hi-en,script_register_locale,3,0,1,99,344,75,419,320,4.232323232323233
hi_en_SD_009,gpt-4.1-nano,baseline,hi-en,script_register_locale,0,1,0,90,61,29,90,0,1.0
hi_en_SD_010,gpt-4.1-nano,baseline,hi-en,script_register_locale,0,1,0,86,66,20,86,0,1.0
ar_en_SA_001,gpt-4.1-nano,contract,ar-en,editing_preservation,0,1,0,249,207,42,249,0,1.0
ar_en_SA_002,gpt-4.1-nano,contract,ar-en,editing_preservation,0,1,0,248,203,45,248,0,1.0
ar_en_SA_003,gpt-4.1-nano,contract,ar-en,editing_preservation,0,1,0,243,206,37,243,0,1.0
ar_en_SA_004,gpt-4.1-nano,contract,ar-en,editing_preservation,1,1,1,250,470,84,554,304,2.216
ar_en_SA_005,gpt-4.1-nano,contract,ar-en,editing_preservation,0,1,0,250,204,46,250,0,1.0
ar_en_SA_006,gpt-4.1-nano,contract,ar-en,editing_preservation,0,1,0,248,204,44,248,0,1.0
ar_en_SA_007,gpt-4.1-nano,contract,ar-en,editing_preservation,0,1,0,233,202,31,233,0,1.0
ar_en_SA_008,gpt-4.1-nano,contract,ar-en,editing_preservation,0,1,0,236,201,35,236,0,1.0
ar_en_SA_009,gpt-4.1-nano,contract,ar-en,editing_preservation,0,1,0,244,205,39,244,0,1.0
ar_en_SA_010,gpt-4.1-nano,contract,ar-en,editing_preservation,0,1,0,245,204,41,245,0,1.0
ar_en_SB_001,gpt-4.1-nano,contract,ar-en,output_language_inference,0,1,0,206,195,11,206,0,1.0
ar_en_SB_002,gpt-4.1-nano,contract,ar-en,output_language_inference,0,1,0,204,194,10,204,0,1.0
ar_en_SB_003,gpt-4.1-nano,contract,ar-en,output_language_inference,0,1,0,205,194,11,205,0,1.0
ar_en_SB_004,gpt-4.1-nano,contract,ar-en,output_language_inference,0,1,0,205,195,10,205,0,1.0
ar_en_SB_005,gpt-4.1-nano,contract,ar-en,output_language_inference,0,1,0,208,196,12,208,0,1.0
ar_en_SB_006,gpt-4.1-nano,contract,ar-en,output_language_inference,0,1,0,200,192,8,200,0,1.0
ar_en_SB_007,gpt-4.1-nano,contract,ar-en,output_language_inference,0,1,0,200,192,8,200,0,1.0
ar_en_SB_008,gpt-4.1-nano,contract,ar-en,output_language_inference,0,1,0,201,193,8,201,0,1.0
ar_en_SB_009,gpt-4.1-nano,contract,ar-en,output_language_inference,0,1,0,204,194,10,204,0,1.0
ar_en_SB_010,gpt-4.1-nano,contract,ar-en,output_language_inference,0,1,0,203,194,9,203,0,1.0
ar_en_SC_001,gpt-4.1-nano,contract,ar-en,quote_preservation,1,1,1,230,456,35,491,261,2.134782608695652
ar_en_SC_002,gpt-4.1-nano,contract,ar-en,quote_preservation,1,1,1,227,453,33,486,259,2.140969162995595
ar_en_SC_003,gpt-4.1-nano,contract,ar-en,quote_preservation,2,1,1,226,731,47,778,552,3.4424778761061945
ar_en_SC_004,gpt-4.1-nano,contract,ar-en,quote_preservation,3,0,1,226,746,83,829,603,3.668141592920354
ar_en_SC_005,gpt-4.1-nano,contract,ar-en,quote_preservation,1,1,1,225,451,30,481,256,2.137777777777778
ar_en_SC_006,gpt-4.1-nano,contract,ar-en,quote_preservation,0,1,0,229,211,18,229,0,1.0
ar_en_SC_007,gpt-4.1-nano,contract,ar-en,quote_preservation,0,1,0,227,210,17,227,0,1.0
ar_en_SC_008,gpt-4.1-nano,contract,ar-en,quote_preservation,1,1,1,232,459,38,497,265,2.1422413793103448
ar_en_SC_009,gpt-4.1-nano,contract,ar-en,quote_preservation,1,1,1,234,460,42,502,268,2.1452991452991452
ar_en_SC_010,gpt-4.1-nano,contract,ar-en,quote_preservation,1,1,1,230,456,37,493,263,2.143478260869565
ar_en_SD_001,gpt-4.1-nano,contract,ar-en,script_register_locale,1,1,1,236,469,37,506,270,2.1440677966101696
ar_en_SD_002,gpt-4.1-nano,contract,ar-en,script_register_locale,0,1,0,245,222,23,245,0,1.0
ar_en_SD_003,gpt-4.1-nano,contract,ar-en,script_register_locale,0,1,0,234,216,18,234,0,1.0
ar_en_SD_004,gpt-4.1-nano,contract,ar-en,script_register_locale,1,1,1,228,462,26,488,260,2.1403508771929824
ar_en_SD_005,gpt-4.1-nano,contract,ar-en,script_register_locale,0,1,0,245,216,29,245,0,1.0
ar_en_SD_006,gpt-4.1-nano,contract,ar-en,script_register_locale,3,0,1,248,800,72,872,624,3.5161290322580645
ar_en_SD_007,gpt-4.1-nano,contract,ar-en,script_register_locale,1,1,1,252,490,52,542,290,2.1507936507936507
ar_en_SD_008,gpt-4.1-nano,contract,ar-en,script_register_locale,3,0,1,252,818,96,914,662,3.626984126984127
ar_en_SD_009,gpt-4.1-nano,contract,ar-en,script_register_locale,0,1,0,238,214,24,238,0,1.0
ar_en_SD_010,gpt-4.1-nano,contract,ar-en,script_register_locale,1,1,1,244,482,47,529,285,2.168032786885246
es_en_SA_001,gpt-4.1-nano,contract,es-en,editing_preservation,0,1,0,237,205,32,237,0,1.0
es_en_SA_002,gpt-4.1-nano,contract,es-en,editing_preservation,1,1,1,228,444,55,499,271,2.18859649122807
es_en_SA_003,gpt-4.1-nano,contract,es-en,editing_preservation,1,1,1,233,452,59,511,278,2.1931330472103006
es_en_SA_004,gpt-4.1-nano,contract,es-en,editing_preservation,1,1,1,231,449,59,508,277,2.1991341991341993
es_en_SA_005,gpt-4.1-nano,contract,es-en,editing_preservation,1,1,1,236,453,63,516,280,2.1864406779661016
es_en_SA_006,gpt-4.1-nano,contract,es-en,editing_preservation,1,1,1,240,457,67,524,284,2.183333333333333
es_en_SA_007,gpt-4.1-nano,contract,es-en,editing_preservation,1,1,1,226,441,52,493,267,2.1814159292035398
es_en_SA_008,gpt-4.1-nano,contract,es-en,editing_preservation,1,1,1,227,441,56,497,270,2.1894273127753303
es_en_SA_009,gpt-4.1-nano,contract,es-en,editing_preservation,1,1,1,233,451,61,512,279,2.1974248927038627
es_en_SA_010,gpt-4.1-nano,contract,es-en,editing_preservation,1,1,1,244,461,72,533,289,2.1844262295081966
es_en_SB_001,gpt-4.1-nano,contract,es-en,output_language_inference,0,1,0,209,198,11,209,0,1.0
es_en_SB_002,gpt-4.1-nano,contract,es-en,output_language_inference,0,1,0,207,197,10,207,0,1.0
es_en_SB_003,gpt-4.1-nano,contract,es-en,output_language_inference,0,1,0,208,197,11,208,0,1.0
es_en_SB_004,gpt-4.1-nano,contract,es-en,output_language_inference,0,1,0,208,198,10,208,0,1.0
es_en_SB_005,gpt-4.1-nano,contract,es-en,output_language_inference,0,1,0,211,199,12,211,0,1.0
es_en_SB_006,gpt-4.1-nano,contract,es-en,output_language_inference,0,1,0,203,195,8,203,0,1.0
es_en_SB_007,gpt-4.1-nano,contract,es-en,output_language_inference,0,1,0,203,195,8,203,0,1.0
es_en_SB_008,gpt-4.1-nano,contract,es-en,output_language_inference,0,1,0,204,196,8,204,0,1.0
es_en_SB_009,gpt-4.1-nano,contract,es-en,output_language_inference,0,1,0,207,197,10,207,0,1.0
es_en_SB_010,gpt-4.1-nano,contract,es-en,output_language_inference,0,1,0,206,197,9,206,0,1.0
es_en_SC_001,gpt-4.1-nano,contract,es-en,quote_preservation,0,1,0,218,202,16,218,0,1.0
es_en_SC_002,gpt-4.1-nano,contract,es-en,quote_preservation,0,1,0,220,202,18,220,0,1.0
es_en_SC_003,gpt-4.1-nano,contract,es-en,quote_preservation,0,1,0,217,202,15,217,0,1.0
es_en_SC_004,gpt-4.1-nano,contract,es-en,quote_preservation,0,1,0,217,202,15,217,0,1.0
es_en_SC_005,gpt-4.1-nano,contract,es-en,quote_preservation,0,1,0,218,202,16,218,0,1.0
es_en_SC_006,gpt-4.1-nano,contract,es-en,quote_preservation,0,1,0,219,203,16,219,0,1.0
es_en_SC_007,gpt-4.1-nano,contract,es-en,quote_preservation,0,1,0,218,202,16,218,0,1.0
es_en_SC_008,gpt-4.1-nano,contract,es-en,quote_preservation,0,1,0,222,203,19,222,0,1.0
es_en_SC_009,gpt-4.1-nano,contract,es-en,quote_preservation,0,1,0,217,202,15,217,0,1.0
es_en_SC_010,gpt-4.1-nano,contract,es-en,quote_preservation,0,1,0,217,202,15,217,0,1.0
es_en_SD_001,gpt-4.1-nano,contract,es-en,script_register_locale,0,1,0,223,209,14,223,0,1.0
es_en_SD_002,gpt-4.1-nano,contract,es-en,script_register_locale,0,1,0,245,217,28,245,0,1.0
es_en_SD_003,gpt-4.1-nano,contract,es-en,script_register_locale,0,1,0,229,211,18,229,0,1.0
es_en_SD_004,gpt-4.1-nano,contract,es-en,script_register_locale,0,1,0,225,210,15,225,0,1.0
es_en_SD_005,gpt-4.1-nano,contract,es-en,script_register_locale,0,1,0,225,211,14,225,0,1.0
es_en_SD_006,gpt-4.1-nano,contract,es-en,script_register_locale,0,1,0,244,219,25,244,0,1.0
es_en_SD_007,gpt-4.1-nano,contract,es-en,script_register_locale,0,1,0,233,214,19,233,0,1.0
es_en_SD_008,gpt-4.1-nano,contract,es-en,script_register_locale,3,0,1,238,769,64,833,595,3.5
es_en_SD_009,gpt-4.1-nano,contract,es-en,script_register_locale,0,1,0,231,209,22,231,0,1.0
es_en_SD_010,gpt-4.1-nano,contract,es-en,script_register_locale,1,1,1,238,471,46,517,279,2.172268907563025
hi_en_SA_001,gpt-4.1-nano,contract,hi-en,editing_preservation,0,1,0,220,202,18,220,0,1.0
hi_en_SA_002,gpt-4.1-nano,contract,hi-en,editing_preservation,0,1,0,214,198,16,214,0,1.0
hi_en_SA_003,gpt-4.1-nano,contract,hi-en,editing_preservation,0,1,0,219,201,18,219,0,1.0
hi_en_SA_004,gpt-4.1-nano,contract,hi-en,editing_preservation,0,1,0,229,200,29,229,0,1.0
hi_en_SA_005,gpt-4.1-nano,contract,hi-en,editing_preservation,0,1,0,218,199,19,218,0,1.0
hi_en_SA_006,gpt-4.1-nano,contract,hi-en,editing_preservation,0,1,0,217,199,18,217,0,1.0
hi_en_SA_007,gpt-4.1-nano,contract,hi-en,editing_preservation,0,1,0,224,197,27,224,0,1.0
hi_en_SA_008,gpt-4.1-nano,contract,hi-en,editing_preservation,0,1,0,212,196,16,212,0,1.0
hi_en_SA_009,gpt-4.1-nano,contract,hi-en,editing_preservation,0,1,0,227,200,27,227,0,1.0
hi_en_SA_010,gpt-4.1-nano,contract,hi-en,editing_preservation,0,1,0,220,199,21,220,0,1.0
hi_en_SB_001,gpt-4.1-nano,contract,hi-en,output_language_inference,0,1,0,206,195,11,206,0,1.0
hi_en_SB_002,gpt-4.1-nano,contract,hi-en,output_language_inference,0,1,0,204,194,10,204,0,1.0
hi_en_SB_003,gpt-4.1-nano,contract,hi-en,output_language_inference,0,1,0,205,194,11,205,0,1.0
hi_en_SB_004,gpt-4.1-nano,contract,hi-en,output_language_inference,0,1,0,205,195,10,205,0,1.0
hi_en_SB_005,gpt-4.1-nano,contract,hi-en,output_language_inference,0,1,0,208,196,12,208,0,1.0
hi_en_SB_006,gpt-4.1-nano,contract,hi-en,output_language_inference,0,1,0,200,192,8,200,0,1.0
hi_en_SB_007,gpt-4.1-nano,contract,hi-en,output_language_inference,0,1,0,200,192,8,200,0,1.0
hi_en_SB_008,gpt-4.1-nano,contract,hi-en,output_language_inference,0,1,0,201,193,8,201,0,1.0
hi_en_SB_009,gpt-4.1-nano,contract,hi-en,output_language_inference,0,1,0,204,194,10,204,0,1.0
hi_en_SB_010,gpt-4.1-nano,contract,hi-en,output_language_inference,0,1,0,203,194,9,203,0,1.0
hi_en_SC_001,gpt-4.1-nano,contract,hi-en,quote_preservation,0,1,0,228,206,22,228,0,1.0
hi_en_SC_002,gpt-4.1-nano,contract,hi-en,quote_preservation,0,1,0,225,206,19,225,0,1.0
hi_en_SC_003,gpt-4.1-nano,contract,hi-en,quote_preservation,0,1,0,315,206,109,315,0,1.0
hi_en_SC_004,gpt-4.1-nano,contract,hi-en,quote_preservation,0,1,0,243,206,37,243,0,1.0
hi_en_SC_005,gpt-4.1-nano,contract,hi-en,quote_preservation,0,1,0,233,206,27,233,0,1.0
hi_en_SC_006,gpt-4.1-nano,contract,hi-en,quote_preservation,0,1,0,230,207,23,230,0,1.0
hi_en_SC_007,gpt-4.1-nano,contract,hi-en,quote_preservation,0,1,0,226,206,20,226,0,1.0
hi_en_SC_008,gpt-4.1-nano,contract,hi-en,quote_preservation,0,1,0,227,207,20,227,0,1.0
hi_en_SC_009,gpt-4.1-nano,contract,hi-en,quote_preservation,0,1,0,236,206,30,236,0,1.0
hi_en_SC_010,gpt-4.1-nano,contract,hi-en,quote_preservation,0,1,0,261,206,55,261,0,1.0
hi_en_SD_001,gpt-4.1-nano,contract,hi-en,script_register_locale,0,1,0,239,218,21,239,0,1.0
hi_en_SD_002,gpt-4.1-nano,contract,hi-en,script_register_locale,0,1,0,251,226,25,251,0,1.0
hi_en_SD_003,gpt-4.1-nano,contract,hi-en,script_register_locale,0,1,0,240,220,20,240,0,1.0
hi_en_SD_004,gpt-4.1-nano,contract,hi-en,script_register_locale,0,1,0,235,219,16,235,0,1.0
hi_en_SD_005,gpt-4.1-nano,contract,hi-en,script_register_locale,0,1,0,238,220,18,238,0,1.0
hi_en_SD_006,gpt-4.1-nano,contract,hi-en,script_register_locale,0,1,0,260,228,32,260,0,1.0
hi_en_SD_007,gpt-4.1-nano,contract,hi-en,script_register_locale,0,1,0,246,223,23,246,0,1.0
hi_en_SD_008,gpt-4.1-nano,contract,hi-en,script_register_locale,3,0,1,273,853,97,950,677,3.47985347985348
hi_en_SD_009,gpt-4.1-nano,contract,hi-en,script_register_locale,1,1,1,234,471,43,514,280,2.1965811965811968
hi_en_SD_010,gpt-4.1-nano,contract,hi-en,script_register_locale,0,1,0,242,223,19,242,0,1.0
