item_id,language_pair,task_family,expected_response_language,expected_script,challenge_type,auto_pass,auto_failed,expected_failure_types,failure_types,expected_signal_detected,response_chars,response_preview
hi_en_SA_009,hi-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SA_009,hi-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SA_010,hi-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,83,"Estimado tenant heating tomorrow This response is clear, concise, and ready to use."
hi_en_SA_010,hi-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SA_010,hi-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SB_001,hi-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SB_001,hi-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SB_002,hi-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SB_002,hi-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SB_003,hi-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SB_003,hi-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SB_004,hi-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SB_004,hi-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SB_005,hi-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SB_005,hi-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SB_006,hi-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SB_006,hi-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SB_007,hi-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SB_007,hi-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SB_008,hi-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SB_008,hi-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SB_009,hi-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SB_009,hi-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SB_010,hi-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SB_010,hi-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_001,hi-en,quote_preservation,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_001,hi-en,quote_preservation,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_001,hi-en,quote_preservation,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_002,hi-en,quote_preservation,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_002,hi-en,quote_preservation,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_002,hi-en,quote_preservation,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_003,hi-en,quote_preservation,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_003,hi-en,quote_preservation,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_003,hi-en,quote_preservation,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_004,hi-en,quote_preservation,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_004,hi-en,quote_preservation,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_004,hi-en,quote_preservation,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_005,hi-en,quote_preservation,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_005,hi-en,quote_preservation,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_005,hi-en,quote_preservation,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_006,hi-en,quote_preservation,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_006,hi-en,quote_preservation,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_006,hi-en,quote_preservation,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_007,hi-en,quote_preservation,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_007,hi-en,quote_preservation,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_007,hi-en,quote_preservation,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_008,hi-en,quote_preservation,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_008,hi-en,quote_preservation,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_008,hi-en,quote_preservation,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_009,hi-en,quote_preservation,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_009,hi-en,quote_preservation,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_009,hi-en,quote_preservation,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_010,hi-en,quote_preservation,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SC_010,hi-en,quote_preservation,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SC_010,hi-en,quote_preservation,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_001,hi-en,script_register_locale,Hindi/Hinglish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,72,Dear Sir or Madam ₹500 receipt kal yeh response clear hai aur theek hai.
hi_en_SD_001,hi-en,script_register_locale,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_001,hi-en,script_register_locale,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SD_001,hi-en,script_register_locale,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_001,hi-en,script_register_locale,Hindi/Hinglish,Latin,overformal_register,0,1,register_locale_mismatch,task_noncompletion;register_locale_mismatch,1,92,"Dear Sir or Madam, I humbly request that this message be handled with care. ₹500 receipt kal"
hi_en_SD_002,hi-en,script_register_locale,Hindi/Hinglish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,79,Dear Sir or Madam meeting 05/07/2026 date yeh response clear hai aur theek hai.
hi_en_SD_002,hi-en,script_register_locale,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_002,hi-en,script_register_locale,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SD_002,hi-en,script_register_locale,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_002,hi-en,script_register_locale,Hindi/Hinglish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,99,"Dear Sir or Madam, I humbly request that this message be handled with care. meeting 05/07/2026 date"
hi_en_SD_003,hi-en,script_register_locale,Hindi/Hinglish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,76,Dear Sir or Madam ABC-17 lunch pahunch yeh response clear hai aur theek hai.
hi_en_SD_003,hi-en,script_register_locale,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_003,hi-en,script_register_locale,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SD_003,hi-en,script_register_locale,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_003,hi-en,script_register_locale,Hindi/Hinglish,Latin,overformal_register,0,1,register_locale_mismatch,task_noncompletion;register_locale_mismatch,1,96,"Dear Sir or Madam, I humbly request that this message be handled with care. ABC-17 lunch pahunch"
hi_en_SD_004,hi-en,script_register_locale,Hindi/Hinglish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,75,Dear Sir or Madam Mira Rao order naam yeh response clear hai aur theek hai.
hi_en_SD_004,hi-en,script_register_locale,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_004,hi-en,script_register_locale,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SD_004,hi-en,script_register_locale,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_004,hi-en,script_register_locale,Hindi/Hinglish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,95,"Dear Sir or Madam, I humbly request that this message be handled with care. Mira Rao order naam"
hi_en_SD_005,hi-en,script_register_locale,Hindi/Hinglish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,80,Dear Sir or Madam draft_v2.pdf file change yeh response clear hai aur theek hai.
hi_en_SD_005,hi-en,script_register_locale,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_005,hi-en,script_register_locale,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SD_005,hi-en,script_register_locale,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_005,hi-en,script_register_locale,Hindi/Hinglish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,100,"Dear Sir or Madam, I humbly request that this message be handled with care. draft_v2.pdf file change"
hi_en_SD_006,hi-en,script_register_locale,Hindi/Hinglish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,80,Dear Sir or Madam clinic 10:30 AM INV-2048 yeh response clear hai aur theek hai.
hi_en_SD_006,hi-en,script_register_locale,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_006,hi-en,script_register_locale,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SD_006,hi-en,script_register_locale,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_006,hi-en,script_register_locale,Hindi/Hinglish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,100,"Dear Sir or Madam, I humbly request that this message be handled with care. clinic 10:30 AM INV-2048"
hi_en_SD_007,hi-en,script_register_locale,Hindi/Hinglish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,71,Dear Sir or Madam Apt 5B box call yeh response clear hai aur theek hai.
hi_en_SD_007,hi-en,script_register_locale,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_007,hi-en,script_register_locale,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SD_007,hi-en,script_register_locale,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_007,hi-en,script_register_locale,Hindi/Hinglish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,91,"Dear Sir or Madam, I humbly request that this message be handled with care. Apt 5B box call"
hi_en_SD_008,hi-en,script_register_locale,Hindi/Hinglish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,75,Dear Sir or Madam June 12 QR-77 start yeh response clear hai aur theek hai.
hi_en_SD_008,hi-en,script_register_locale,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_008,hi-en,script_register_locale,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SD_008,hi-en,script_register_locale,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_008,hi-en,script_register_locale,Hindi/Hinglish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,95,"Dear Sir or Madam, I humbly request that this message be handled with care. June 12 QR-77 start"
hi_en_SD_009,hi-en,script_register_locale,Hindi/Hinglish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,80,Dear Sir or Madam Travel_Fund account same yeh response clear hai aur theek hai.
hi_en_SD_009,hi-en,script_register_locale,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_009,hi-en,script_register_locale,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SD_009,hi-en,script_register_locale,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_009,hi-en,script_register_locale,Hindi/Hinglish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,100,"Dear Sir or Madam, I humbly request that this message be handled with care. Travel_Fund account same"
hi_en_SD_010,hi-en,script_register_locale,Hindi/Hinglish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,75,Dear Sir or Madam 2-4 PM BK-903 order yeh response clear hai aur theek hai.
hi_en_SD_010,hi-en,script_register_locale,Hindi/Hinglish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_010,hi-en,script_register_locale,Hindi/Hinglish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SD_010,hi-en,script_register_locale,Hindi/Hinglish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,yeh response clear hai aur theek hai.
hi_en_SD_010,hi-en,script_register_locale,Hindi/Hinglish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,95,"Dear Sir or Madam, I humbly request that this message be handled with care. 2-4 PM BK-903 order"
